#n_processes	mkl_r_init	mkl_r_exec	mkl_c_init	mkl_c_exec
1	6.01563E-05	0.109089666666667	0.000121221666667	0.755092333333333
4	5.82109E-05	0.112084857142857	5.77994285714286E-05	0.324126428571429
6	5.64707E-05	0.08492454	6.72743E-05	0.2348148
12	5.80091E-05	0.0394136	0.0001033354	0.09375724
24	6.47783E-05	0.02949701	6.17579E-05	0.07664601
