#n_processes	mkl_r_init	mkl_r_exec	mkl_c_init	mkl_c_exec
1	5.72364E-05	0.110605666666667	0.000107846	0.758904666666667
4	5.87629E-05	0.1162095	6.0734875E-05	0.323631375
12	6.00928E-05	0.05578184	6.20042E-05	0.1502851
24	6.57631E-05	0.02937092	7.19042E-05	0.07707715
