#n_processesfftw_c_init	fftw_c_exec
1    0.06055703	1.260226
2    0.1442624	0.7011924
3    0.02341874	0.5855694
4   	0.1763977	0.3169804
6   	0.03347406	0.3339013
8     	0.05086101	0.1767414
12  	0.007503111	0.1484055
24  	0.02148996	0.1191797
